category,product_name,product_id,product_url,image_url,full_price,discount_price,availability,filename
men_clothing,bandana shorts,,https://www.off---white.com/en-us/shopping/off-white-bandana-shorts-22103312,https://cdn-images.farfetch-contents.com/off-white-bandana-shorts_22103312_52361833_800.jpg?c=3,$895,$582,In stock,men_clothing.html
men_clothing,bandana surfer swimshorts,,https://www.off---white.com/en-us/shopping/off-white-bandana-surfer-swimshorts-22102498,https://cdn-images.farfetch-contents.com/off-white-bandana-surfer-swimshorts_22102498_52408257_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,bandana surfer swimshorts,,https://www.off---white.com/en-us/shopping/off-white-bandana-surfer-swimshorts-22102499,https://cdn-images.farfetch-contents.com/off-white-bandana-surfer-swimshorts_22102499_52360995_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,mid bookish calf socks,,https://www.off---white.com/en-us/shopping/off-white-mid-bookish-calf-socks-22103510,https://cdn-images.farfetch-contents.com/off-white-mid-bookish-calf-socks_22103510_52362317_800.jpg?c=3,$115,$75,In stock,men_clothing.html
men_clothing,bandana arrow crewneck,,https://www.off---white.com/en-us/shopping/off-white-bandana-arrow-crewneck-22102456,https://cdn-images.farfetch-contents.com/off-white-bandana-arrow-crewneck_22102456_52360957_800.jpg?c=3,"$1,125",$732,In stock,men_clothing.html
men_clothing,bandana arrow s/s tee,,https://www.off---white.com/en-us/shopping/off-white-bandana-arrow-s-s-tee-22102455,https://cdn-images.farfetch-contents.com/off-white-bandana-arrow-s-s-tee_22102455_52360943_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,23 bandana socks,,https://www.off---white.com/en-us/shopping/off-white-23-bandana-socks-21833066,https://cdn-images.farfetch-contents.com/off-white-23-bandana-socks_21833066_51811597_800.jpg?c=3,$130,$85,In stock,men_clothing.html
men_clothing,tattoo all over loose jeans,,https://www.off---white.com/en-us/shopping/off-white-tattoo-all-over-loose-jeans-21832171,https://cdn-images.farfetch-contents.com/off-white-tattoo-all-over-loose-jeans_21832171_52255357_800.jpg?c=3,"$1,450",$943,In stock,men_clothing.html
men_clothing,tattoo arrow skate s/s tee,,https://www.off---white.com/en-us/shopping/off-white-tattoo-arrow-skate-s-s-tee-21833045,https://cdn-images.farfetch-contents.com/off-white-tattoo-arrow-skate-s-s-tee_21833045_51813071_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,tattoo bandana arrow skate hoodie,,https://www.off---white.com/en-us/shopping/off-white-tattoo-bandana-arrow-skate-hoodie-21833047,https://cdn-images.farfetch-contents.com/off-white-tattoo-bandana-arrow-skate-hoodie_21833047_51813089_800.jpg?c=3,"$1,520",$988,In stock,men_clothing.html
men_clothing,tattoo all over cardigan,,https://www.off---white.com/en-us/shopping/off-white-tattoo-all-over-cardigan-21832131,https://cdn-images.farfetch-contents.com/off-white-tattoo-all-over-cardigan_21832131_52939608_800.jpg?c=3,"$1,310",$852,In stock,men_clothing.html
men_clothing,bandana socks,,https://www.off---white.com/en-us/shopping/off-white-bandana-socks-21832168,https://cdn-images.farfetch-contents.com/off-white-bandana-socks_21832168_51812854_800.jpg?c=3,$130,$85,In stock,men_clothing.html
men_clothing,23 pinst wo buffalo slim jacket,,https://www.off---white.com/en-us/shopping/off-white-23-pinst-wo-buffalo-slim-jacket-22102478,https://cdn-images.farfetch-contents.com/off-white-23-pinst-wo-buffalo-slim-jacket_22102478_52408243_800.jpg?c=3,"$2,180","$1,417",In stock,men_clothing.html
men_clothing,xray chiffon bowling shirt,,https://www.off---white.com/en-us/shopping/off-white-xray-chiffon-bowling-shirt-21832129,https://cdn-images.farfetch-contents.com/off-white-xray-chiffon-bowling-shirt_21832129_51812716_800.jpg?c=3,$850,$553,In stock,men_clothing.html
men_clothing,bookish socks,,https://www.off---white.com/en-us/shopping/off-white-bookish-socks-21832169,https://cdn-images.farfetch-contents.com/off-white-bookish-socks_21832169_51811262_800.jpg?c=3,$115,$75,In stock,men_clothing.html
men_clothing,formal varsity country jacket,,https://www.off---white.com/en-us/shopping/off-white-formal-varsity-country-jacket-21832127,https://cdn-images.farfetch-contents.com/off-white-formal-varsity-country-jacket_21832127_52255323_800.jpg?c=3,"$2,970","$1,937",In stock,men_clothing.html
men_clothing,off stamp swimshorts,,https://www.off---white.com/en-us/shopping/off-white-off-stamp-swimshorts-21832128,https://cdn-images.farfetch-contents.com/off-white-off-stamp-swimshorts_21832128_52309983_800.jpg?c=3,$525,,In stock,men_clothing.html
men_clothing,23 varsity skate hoodie,,https://www.off---white.com/en-us/shopping/off-white-23-varsity-skate-hoodie-21832120,https://cdn-images.farfetch-contents.com/off-white-23-varsity-skate-hoodie_21832120_51812677_800.jpg?c=3,$925,$602,In stock,men_clothing.html
men_clothing,stamp mary over s/s tee,,https://www.off---white.com/en-us/shopping/off-white-stamp-mary-over-s-s-tee-21832117,https://cdn-images.farfetch-contents.com/off-white-stamp-mary-over-s-s-tee_21832117_51812658_800.jpg?c=3,$600,$390,In stock,men_clothing.html
men_clothing,off stamp hybr nylon hoodie,,https://www.off---white.com/en-us/shopping/off-white-off-stamp-hybr-nylon-hoodie-21832124,https://cdn-images.farfetch-contents.com/off-white-off-stamp-hybr-nylon-hoodie_21832124_51812697_800.jpg?c=3,"$1,310",$852,In stock,men_clothing.html
men_clothing,ironic quote over s/s tee,,https://www.off---white.com/en-us/shopping/off-white-ironic-quote-over-s-s-tee-21832116,https://cdn-images.farfetch-contents.com/off-white-ironic-quote-over-s-s-tee_21832116_51811017_800.jpg?c=3,$380,$247,In stock,men_clothing.html
men_clothing,23 varsity skate s/s tee,,https://www.off---white.com/en-us/shopping/off-white-23-varsity-skate-s-s-tee-21832113,https://cdn-images.farfetch-contents.com/off-white-23-varsity-skate-s-s-tee_21832113_51810988_800.jpg?c=3,$465,$302,In stock,men_clothing.html
men_clothing,ironic quote over crewneck,,https://www.off---white.com/en-us/shopping/off-white-ironic-quote-over-crewneck-21832119,https://cdn-images.farfetch-contents.com/off-white-ironic-quote-over-crewneck_21832119_51812669_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,tattoo bandana arrow skate s/s,,https://www.off---white.com/en-us/shopping/off-white-tattoo-bandana-arrow-skate-s-s-21832111,https://cdn-images.farfetch-contents.com/off-white-tattoo-bandana-arrow-skate-s-s_21832111_51810969_800.jpg?c=3,$925,$602,In stock,men_clothing.html
men_clothing,windows buttdown s/s shirt,,https://www.off---white.com/en-us/shopping/off-white-windows-buttdown-s-s-shirt-21256048,https://cdn-images.farfetch-contents.com/off-white-windows-buttdown-s-s-shirt_21256048_47463061_800.jpg?c=3,$655,$426,In stock,men_clothing.html
men_clothing,tattoo all over skate hoodie,,https://www.off---white.com/en-us/shopping/off-white-tattoo-all-over-skate-hoodie-21832121,https://cdn-images.farfetch-contents.com/off-white-tattoo-all-over-skate-hoodie_21832121_52255302_800.jpg?c=3,"$1,520",$988,In stock,men_clothing.html
men_clothing,23 logo overshirt,,https://www.off---white.com/en-us/shopping/off-white-23-logo-overshirt-21256046,https://cdn-images.farfetch-contents.com/off-white-23-logo-overshirt_21256046_47463056_800.jpg?c=3,$990,$644,In stock,men_clothing.html
men_clothing,ow maxi logo knit crewneck,,https://www.off---white.com/en-us/shopping/off-white-ow-maxi-logo-knit-crewneck-21255520,https://cdn-images.farfetch-contents.com/off-white-ow-maxi-logo-knit-crewneck_21255520_51795115_800.jpg?c=3,$990,,In stock,men_clothing.html
men_clothing,ow 23 skate s/s tee,,https://www.off---white.com/en-us/shopping/off-white-ow-23-skate-s-s-tee-21256045,https://cdn-images.farfetch-contents.com/off-white-ow-23-skate-s-s-tee_21256045_47462495_800.jpg?c=3,$395,$257,In stock,men_clothing.html
men_clothing,arrow padded coat,,https://www.off---white.com/en-us/shopping/off-white-arrow-padded-coat-21255517,https://cdn-images.farfetch-contents.com/off-white-arrow-padded-coat_21255517_51795098_800.jpg?c=3,"$1,995","$1,297",In stock,men_clothing.html
men_clothing,tattoo smoking double-breasted jacket,,https://www.off---white.com/en-us/shopping/off-white-tattoo-smoking-double-breasted-jacket-21255518,https://cdn-images.farfetch-contents.com/off-white-tattoo-smoking-double-breasted-jacket_21255518_47462467_800.jpg?c=3,"$2,500","$1,625",In stock,men_clothing.html
men_clothing,wool varsity bomber,,https://www.off---white.com/en-us/shopping/off-white-wool-varsity-bomber-21255516,https://cdn-images.farfetch-contents.com/off-white-wool-varsity-bomber_21255516_51795092_800.jpg?c=3,"$2,250",,In stock,men_clothing.html
men_clothing,23 logo skate hoodie,,https://www.off---white.com/en-us/shopping/off-white-23-logo-skate-hoodie-21255510,https://cdn-images.farfetch-contents.com/off-white-23-logo-skate-hoodie_21255510_47463008_800.jpg?c=3,$990,$644,In stock,men_clothing.html
men_clothing,23 logo slim s/s tee,,https://www.off---white.com/en-us/shopping/off-white-23-logo-slim-s-s-tee-21255505,https://cdn-images.farfetch-contents.com/off-white-23-logo-slim-s-s-tee_21255505_47460997_800.jpg?c=3,$520,$338,In stock,men_clothing.html
