product_id,product_name,product_price,product_color,category,image_urls,product_url,filename
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN9815/B78D9065-B27A-4B9A-BC12-A1B263128A9A/FAN9815_T1J0_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN9815/9C9D2463-1080-407E-ABB5-A36F7F29F29D/FAN9815_T1J0_SMALL.jpg",https://us.loropiana.com//en/p/woman/mina-dress-FAN9815?colorCode=T1J0,women_ready_to_wear.html
,,,,women_ready_to_wear,https://media.loropiana.com/HYBRIS/FAN/FAN6620/C4A7DADB-21CF-460C-B9D1-7FFE443C77CC/FAN6620_W10X_SMALL.jpg,https://us.loropiana.com//en/p/woman/morvan-vest-FAN6620?colorCode=W10X,women_ready_to_wear.html
,,,,women_ready_to_wear,https://media.loropiana.com/HYBRIS/FAO/FAO0378/EA391750-A381-4810-82C9-079CF422EDBF/FAO0378_W10X_SMALL.jpg,https://us.loropiana.com//en/p/woman/amalie-skirt-FAO0378?colorCode=W10X,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN6847/45ECC4A4-8986-4E83-BDE0-7B968FCB8A87/FAN6847_1000_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN6847/0998BBB7-896A-40E4-92DC-3B130BA48003/FAN6847_1000_SMALL.jpg",https://us.loropiana.com//en/p/woman/chikugo-polo-shirt-FAN6847?colorCode=1000,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN6846/418AB222-FF18-442B-9214-C388883F80D6/FAN6846_1000_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN6846/6C8F4FC8-BD78-4DD4-9BC6-455B3C0EA2B2/FAN6846_1000_SMALL.jpg",https://us.loropiana.com//en/p/woman/chikugo-shorts-FAN6846?colorCode=1000,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN6341/77F23EEC-0754-4977-8261-9E826DD6F99D/FAN6341_P08T_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN6341/874DD9C1-4D31-4DED-8532-2975D30BB418/FAN6341_P08T_SMALL.jpg",https://us.loropiana.com//en/p/woman/shikotsu-polo-shirt-FAN6341?colorCode=P08T,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAN/FAN6342/3FD60C5A-2EE6-41AC-8C45-A92CD9EC6F25/FAN6342_P08T_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAN/FAN6342/8A35A1D9-B952-4D2A-95A1-CDFB099A107A/FAN6342_P08T_SMALL.jpg",https://us.loropiana.com//en/p/woman/shikotsu-crewneck-FAN6342?colorCode=P08T,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAO/FAO0499/5E95E7F0-3741-4655-9499-72DAD8084F7F/FAO0499_T1IZ_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAO/FAO0499/B8CE5C54-5C35-4556-8F49-AA7F0AD688DD/FAO0499_T1IZ_SMALL.jpg",https://us.loropiana.com//en/p/woman/perth-shorts-FAO0499?colorCode=T1IZ,women_ready_to_wear.html
,,,,women_ready_to_wear,https://media.loropiana.com/HYBRIS/FAN/FAN7231/F7E30099-2F36-44BB-8EE9-69D05C55C5C2/FAN7231_1230_SMALL.jpg,https://us.loropiana.com//en/p/woman/egon-shorts-FAN7231?colorCode=1230,women_ready_to_wear.html
,,,,women_ready_to_wear,"https://media.loropiana.com/HYBRIS/FAM/FAM9893/C32A63C0-B894-4576-9A44-00BB0A4FB384/FAM9893_30BM_SMALL.jpg, https://media.loropiana.com/HYBRIS/FAM/FAM9893/1B0838EF-2C19-41FE-8717-74F857921308/FAM9893_30BM_SMALL.jpg",https://us.loropiana.com//en/p/woman/neo-andre-shirt-FAM9893?colorCode=30BM,women_ready_to_wear.html
