"product_id","product_name","brand","price","currency","category","sub_category","color","product_url","image_url"
"45863461FB","Large Bracelet Hobo bag in grained leather","CHLOE","3890","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863461fb.html",""
"45863460IE","Large Bracelet Hobo bag in grained leather","CHLOE","3890","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863460ie.html",""
"45863463SF","Small Bracelet Hobo bag in grained leather","CHLOE","2850","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863463sf.html",""
"45863462RP","Small Bracelet Hobo bag in grained leather","CHLOE","2850","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863462rp.html",""
"45863464LJ","Small Bracelet Hobo bag in grained leather","CHLOE","2850","USD","llbgs","Shoulder bag","WOODROSE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863464lj.html","https://www.chloe.com/product_image/45863464LJ/f/w282.jpg"
"45863449QS","Chain Horse shoulder bag in soft leather","CHLOE","4600","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863449qs.html","https://www.chloe.com/product_image/45863449QS/f/w282.jpg"
"45863421LX","Large Woody basket in fair-trade natural fibers","CHLOE","950","USD","llbgs","Tote bag","","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863421lx.html","https://www.chloe.com/product_image/45863421LX/f/w282.jpg"
"45863422BT","Large Woody basket in fair-trade natural fibers","CHLOE","950","USD","llbgs","Tote bag","DARK NUT","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863422bt.html","https://www.chloe.com/product_image/45863422BT/f/w282.jpg"
"45851856HI","Large Woody basket in natural fibers","CHLOE","990","USD","llbgs","Tote bag","Light Gold","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851856hi.html","https://www.chloe.com/product_image/45851856HI/f/w282.jpg"
"45851855RK","Large Woody basket in natural fibers","CHLOE","990","USD","llbgs","Tote bag","","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851855rk.html","https://www.chloe.com/product_image/45851855RK/f/w282.jpg"
"45822930PM","Small Woody tote bag in natural fibers","CHLOE","850","USD","llbgs","Tote bag","BLUSHY BEIGE","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45822930pm.html","https://www.chloe.com/product_image/45822930PM/f/w282.jpg"
"45863424VG","Small Woody basket in fair-trade natural fibers","CHLOE","850","USD","llbgs","Tote bag","DARK NUT","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863424vg.html","https://www.chloe.com/product_image/45863424VG/f/w282.jpg"
"45863497UV","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863497uv.html","https://www.chloe.com/product_image/45863497UV/f/w282.jpg"
"45863499WF","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","WOODROSE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863499wf.html","https://www.chloe.com/product_image/45863499WF/f/w282.jpg"
"45863496OO","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","Black","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863496oo.html","https://www.chloe.com/product_image/45863496OO/f/w282.jpg"
"45863498TR","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863498tr.html","https://www.chloe.com/product_image/45863498TR/f/w282.jpg"
"45863450LB","Large Camera bag in soft leather","CHLOE","3790","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863450lb.html","https://www.chloe.com/product_image/45863450LB/f/w282.jpg"
"45863451HV","Large Camera bag in soft leather","CHLOE","3790","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863451hv.html","https://www.chloe.com/product_image/45863451HV/f/w282.jpg"
"45863455TJ","Small Camera bag in soft leather","CHLOE","2350","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863455tj.html","https://www.chloe.com/product_image/45863455TJ/f/w282.jpg"
"45863456HA","Small Camera bag in soft leather","CHLOE","2350","USD","llbgs","Shoulder bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863456ha.html","https://www.chloe.com/product_image/45863456HA/f/w282.jpg"
"45863457ED","Small Camera bag in soft leather","CHLOE","2350","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863457ed.html","https://www.chloe.com/product_image/45863457ED/f/w282.jpg"
"45863454RU","Camera bag in soft leather","CHLOE","2990","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863454ru.html","https://www.chloe.com/product_image/45863454RU/f/w282.jpg"
"45863452FA","Camera bag in soft leather","CHLOE","2990","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863452fa.html","https://www.chloe.com/product_image/45863452FA/f/w282.jpg"
"45863453KV","Camera bag in soft leather","CHLOE","2990","USD","llbgs","Shoulder bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863453kv.html","https://www.chloe.com/product_image/45863453KV/f/w282.jpg"
"45863461FB","Large Bracelet Hobo bag in grained leather","CHLOE","3890","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863461fb.html",""
"45863460IE","Large Bracelet Hobo bag in grained leather","CHLOE","3890","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863460ie.html",""
"45863463SF","Small Bracelet Hobo bag in grained leather","CHLOE","2850","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863463sf.html",""
"45863462RP","Small Bracelet Hobo bag in grained leather","CHLOE","2850","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863462rp.html",""
"45863464LJ","Small Bracelet Hobo bag in grained leather","CHLOE","2850","USD","llbgs","Shoulder bag","WOODROSE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863464lj.html","https://www.chloe.com/product_image/45863464LJ/f/w282.jpg"
"45863449QS","Chain Horse shoulder bag in soft leather","CHLOE","4600","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863449qs.html","https://www.chloe.com/product_image/45863449QS/f/w282.jpg"
"45863421LX","Large Woody basket in fair-trade natural fibers","CHLOE","950","USD","llbgs","Tote bag","","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863421lx.html","https://www.chloe.com/product_image/45863421LX/f/w282.jpg"
"45863422BT","Large Woody basket in fair-trade natural fibers","CHLOE","950","USD","llbgs","Tote bag","DARK NUT","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863422bt.html","https://www.chloe.com/product_image/45863422BT/f/w282.jpg"
"45851856HI","Large Woody basket in natural fibers","CHLOE","990","USD","llbgs","Tote bag","Light Gold","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851856hi.html","https://www.chloe.com/product_image/45851856HI/f/w282.jpg"
"45851855RK","Large Woody basket in natural fibers","CHLOE","990","USD","llbgs","Tote bag","","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851855rk.html","https://www.chloe.com/product_image/45851855RK/f/w282.jpg"
"45822930PM","Small Woody tote bag in natural fibers","CHLOE","850","USD","llbgs","Tote bag","BLUSHY BEIGE","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45822930pm.html","https://www.chloe.com/product_image/45822930PM/f/w282.jpg"
"45863424VG","Small Woody basket in fair-trade natural fibers","CHLOE","850","USD","llbgs","Tote bag","DARK NUT","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863424vg.html","https://www.chloe.com/product_image/45863424VG/f/w282.jpg"
"45863497UV","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863497uv.html","https://www.chloe.com/product_image/45863497UV/f/w282.jpg"
"45863499WF","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","WOODROSE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863499wf.html","https://www.chloe.com/product_image/45863499WF/f/w282.jpg"
"45863496OO","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","Black","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863496oo.html","https://www.chloe.com/product_image/45863496OO/f/w282.jpg"
"45863498TR","Small Paraty 24 bag in soft leather","CHLOE","2390","USD","llbgs","Hand bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863498tr.html","https://www.chloe.com/product_image/45863498TR/f/w282.jpg"
"45863450LB","Large Camera bag in soft leather","CHLOE","3790","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863450lb.html","https://www.chloe.com/product_image/45863450LB/f/w282.jpg"
"45863451HV","Large Camera bag in soft leather","CHLOE","3790","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863451hv.html","https://www.chloe.com/product_image/45863451HV/f/w282.jpg"
"45863455TJ","Small Camera bag in soft leather","CHLOE","2350","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863455tj.html","https://www.chloe.com/product_image/45863455TJ/f/w282.jpg"
"45863456HA","Small Camera bag in soft leather","CHLOE","2350","USD","llbgs","Shoulder bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863456ha.html","https://www.chloe.com/product_image/45863456HA/f/w282.jpg"
"45863457ED","Small Camera bag in soft leather","CHLOE","2350","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863457ed.html","https://www.chloe.com/product_image/45863457ED/f/w282.jpg"
"45863454RU","Camera bag in soft leather","CHLOE","2990","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863454ru.html","https://www.chloe.com/product_image/45863454RU/f/w282.jpg"
"45863452FA","Camera bag in soft leather","CHLOE","2990","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863452fa.html","https://www.chloe.com/product_image/45863452FA/f/w282.jpg"
"45863453KV","Camera bag in soft leather","CHLOE","2990","USD","llbgs","Shoulder bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863453kv.html","https://www.chloe.com/product_image/45863453KV/f/w282.jpg"
"45863491VM","Paraty 24 bag in soft leather","CHLOE","3390","USD","llbgs","Hand bag","Black","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863491vm.html",""
"45863492FQ","Paraty 24 bag in soft leather","CHLOE","3390","USD","llbgs","Hand bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863492fq.html",""
"45863426TL","Woody tote bag in linen","CHLOE","1450","USD","llbgs","Tote bag","DARK NUT","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863426tl.html",""
"45863425BB","Woody tote bag in linen","CHLOE","1450","USD","llbgs","Tote bag","WILD GREY","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863425bb.html",""
"45800270SQ","Woody tote bag in linen","CHLOE","1290","USD","llbgs","Tote bag","Cement Pink","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45800270sq.html","https://www.chloe.com/product_image/45800270SQ/f/w282.jpg"
"45822919XR","Woody tote bag in linen","CHLOE","1290","USD","llbgs","Tote bag","MUSK GREY","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45822919xr.html","https://www.chloe.com/product_image/45822919XR/f/w282.jpg"
"45626763HK","Large Woody basket in natural fibers","CHLOE","890","USD","llbgs","Tote bag","White","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45626763hk.html","https://www.chloe.com/product_image/45626763HK/f/w282.jpg"
"45779076CV","Large Woody tote bag in natural fibers","CHLOE","950","USD","llbgs","Tote bag","BLACK - BEIGE 1","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45779076cv.html","https://www.chloe.com/product_image/45779076CV/f/w282.jpg"
"45822929RD","Large Woody basket in natural fibers","CHLOE","950","USD","llbgs","Tote bag","BLUSHY BEIGE","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45822929rd.html","https://www.chloe.com/product_image/45822929RD/f/w282.jpg"
"45626764QW","Small Woody basket in natural fibers","CHLOE","790","USD","llbgs","Tote bag","White","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45626764qw.html","https://www.chloe.com/product_image/45626764QW/f/w282.jpg"
"45863423GD","Small Woody basket in natural fibers","CHLOE","850","USD","llbgs","Tote bag","WILD GREY","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45863423gd.html","https://www.chloe.com/product_image/45863423GD/f/w282.jpg"
"45779079FL","Small Woody tote bag in natural fibers","CHLOE","850","USD","llbgs","Tote bag","BLACK - BEIGE 1","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45779079fl.html","https://www.chloe.com/product_image/45779079FL/f/w282.jpg"
"45851859BP","Small Woody basket in natural fibers","CHLOE","950","USD","llbgs","Tote bag","GOLD COLOR","https://www.chloe.comhttps://www.chloe.com/us/tote-bag_cod45851859bp.html","https://www.chloe.com/product_image/45851859BP/f/w282.jpg"
"45863488QH","The 99 shoulder bag in grained leather","CHLOE","1990","USD","llbgs","Shoulder bag","SWEET BEIGE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863488qh.html","https://www.chloe.com/product_image/45863488QH/f/w282.jpg"
"45863489UG","The 99 shoulder bag in grained leather","CHLOE","1990","USD","llbgs","Shoulder bag","Clay Brown","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863489ug.html","https://www.chloe.com/product_image/45863489UG/f/w282.jpg"
"45863487HK","The 99 shoulder bag in grained leather","CHLOE","1990","USD","llbgs","Shoulder bag","Dark Khaki","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863487hk.html","https://www.chloe.com/product_image/45863487HK/f/w282.jpg"
"45863490TO","The 99 shoulder bag in grained leather","CHLOE","1990","USD","llbgs","Shoulder bag","DIMNESS PURPLE","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863490to.html","https://www.chloe.com/product_image/45863490TO/f/w282.jpg"
"45863486VN","The 99 shoulder bag in grained leather","CHLOE","1990","USD","llbgs","Shoulder bag","Black","https://www.chloe.comhttps://www.chloe.com/us/shoulder-bag_cod45863486vn.html","https://www.chloe.com/product_image/45863486VN/f/w282.jpg"
"45863494CV","Paraty 24 bag in soft leather","CHLOE","3390","USD","llbgs","Hand bag","DEEP BEIGE","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863494cv.html","https://www.chloe.com/product_image/45863494CV/f/w282.jpg"
"45863493LG","Paraty 24 bag in soft leather","CHLOE","3390","USD","llbgs","Hand bag","SOOTY BROWN","https://www.chloe.comhttps://www.chloe.com/us/hand-bag_cod45863493lg.html","https://www.chloe.com/product_image/45863493LG/f/w282.jpg"
