"Cod10","Title","Price","position","category","macro_category","micro_category","macro_category_id","micro_category_id","color","color_id","product_price","discountedPrice","price_tf","discountedPrice_tf","quantity","coupon","is_in_stock","list","url","img_src","filename"
"45823318MH","Marcie hobo bag","2390","95","2300/32341","Bags","Hand bag","2300","32341","DARK NUT","62442","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823318mh.html","https://www.chloe.com/product_image/45823318MH/f/w282.jpg","bags.html"
"45823317OD","Marcie hobo bag","2390","96","2300/32341","Bags","Hand bag","2300","32341","","","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823317od.html","https://www.chloe.com/product_image/45823317OD/f/w282.jpg","bags.html"
"45823315SN","Marcie hobo bag","2390","97","2300/32341","Bags","Hand bag","2300","32341","","","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823315sn.html","https://www.chloe.com/product_image/45823315SN/f/w282.jpg","bags.html"
"45823314CI","Marcie hobo bag","2390","98","2300/32341","Bags","Hand bag","2300","32341","Black","23387","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823314ci.html","https://www.chloe.com/product_image/45823314CI/f/w282.jpg","bags.html"
"45823290VN","Lacey small crossbody bag with chain","2450","99","2300/29809","Bags","Shoulder bag","2300","29809","Creamy Brown","8638","2450","1470","2450.0","1470.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823290vn.html","https://www.chloe.com/product_image/45823290VN/f/w282.jpg","bags.html"
"45823289RR","Lacey small crossbody bag with chain","2450","100","2300/29809","Bags","Shoulder bag","2300","29809","MISTY IVORY","42643","2450","1470","2450.0","1470.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823289rr.html","https://www.chloe.com/product_image/45823289RR/f/w282.jpg","bags.html"
"45823287CN","Small Tess bag","2450","101","2300/29809","Bags","Shoulder bag","2300","29809","Denim","4956","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823287cn.html","https://www.chloe.com/product_image/45823287CN/f/w282.jpg","bags.html"
"45823286XR","Small Tess bag","2450","102","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823286xr.html","https://www.chloe.com/product_image/45823286XR/f/w282.jpg","bags.html"
"45822795EX","Small Tess bag","2450","103","2300/29809","Bags","Shoulder bag","2300","29809","DARK NUT","62442","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45822795ex.html","https://www.chloe.com/product_image/45822795EX/f/w282.jpg","bags.html"
"45778971JF","Small Tess bag","2450","104","2300/29809","Bags","Shoulder bag","2300","29809","STORM BLUE","62268","2450","2450","2450.0","2450.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45778971jf.html","https://www.chloe.com/product_image/45778971JF/f/w282.jpg","bags.html"
"45686048US","Small Tess bag","2450","105","2300/29809","Bags","Shoulder bag","2300","29809","Light Tan","23827","2450","2450","2450.0","2450.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45686048us.html","https://www.chloe.com/product_image/45686048US/f/w282.jpg","bags.html"
"45626755NC","Small Tess bag","2450","106","2300/29809","Bags","Shoulder bag","2300","29809","Sepia Brown","15278","2450","2450","2450.0","2450.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45626755nc.html","https://www.chloe.com/product_image/45626755NC/f/w282.jpg","bags.html"
"45626754TT","Small Tess bag","2450","107","2300/29809","Bags","Shoulder bag","2300","29809","Motty Grey","23855","2450","2450","2450.0","2450.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45626754tt.html","https://www.chloe.com/product_image/45626754TT/f/w282.jpg","bags.html"
"45626753KJ","Small Tess bag","2450","108","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","2450","2450","2450.0","2450.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45626753kj.html","https://www.chloe.com/product_image/45626753KJ/f/w282.jpg","bags.html"
"45855492IV","Medium Woody tote bag","2450","109","2300/29810","Bags","Tote bag","2300","29810","Black","23387","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45855492iv.html","https://www.chloe.com/product_image/45855492IV/f/w282.jpg","bags.html"
"45851863DT","Medium Woody tote bag","2450","110","2300/29810","Bags","Tote bag","2300","29810","Denim","4956","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851863dt.html","https://www.chloe.com/product_image/45851863DT/f/w282.jpg","bags.html"
"45823298QQ","Medium Woody tote bag","2450","111","2300/29810","Bags","Tote bag","2300","29810","DARK NUT","62442","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823298qq.html","https://www.chloe.com/product_image/45823298QQ/f/w282.jpg","bags.html"
"45823297OQ","Medium Woody tote bag","2450","112","2300/29810","Bags","Tote bag","2300","29810","WILD GREY","62195","2450","1715","2450.0","1715.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823297oq.html","https://www.chloe.com/product_image/45823297OQ/f/w282.jpg","bags.html"
"45851873KM","Marcie bucket bag","2250","113","2300/29809","Bags","Shoulder bag","2300","29809","HOT SAND","42830","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45851873km.html","https://www.chloe.com/product_image/45851873KM/f/w282.jpg","bags.html"
"45851872BF","Marcie chain flap bag","2250","114","2300/29809","Bags","Shoulder bag","2300","29809","","","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45851872bf.html","https://www.chloe.com/product_image/45851872BF/f/w282.jpg","bags.html"
"45851846IJ","Penelope small soft shoulder bag","2350","115","2300/29809","Bags","Shoulder bag","2300","29809","Shady Cobalt","8613","2350","1410","2350.0","1410.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45851846ij.html","https://www.chloe.com/product_image/45851846IJ/f/w282.jpg","bags.html"
"45851835NC","Marcie small double carry bag","2390","116","2300/32341","Bags","Hand bag","2300","32341","TERRACOTTA PINK","62723","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45851835nc.html","https://www.chloe.com/product_image/45851835NC/f/w282.jpg","bags.html"
"45851834KA","Marcie small double carry bag","2390","117","2300/32341","Bags","Hand bag","2300","32341","GRACEFUL BLUE","37501","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45851834ka.html","https://www.chloe.com/product_image/45851834KA/f/w282.jpg","bags.html"
"45824749NE","Marcie chain flap bag","2250","118","2300/29809","Bags","Shoulder bag","2300","29809","WOODROSE","39649","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45824749ne.html","https://www.chloe.com/product_image/45824749NE/f/w282.jpg","bags.html"
"45824748KW","Marcie chain flap bag","2250","119","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45824748kw.html","https://www.chloe.com/product_image/45824748KW/f/w282.jpg","bags.html"
"45823313TQ","Marcie chain flap bag","2250","120","2300/29809","Bags","Shoulder bag","2300","29809","","","2250","1350","2250.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823313tq.html","https://www.chloe.com/product_image/45823313TQ/f/w282.jpg","bags.html"
"45823164WF","Penelope small soft shoulder bag","2350","121","2300/29809","Bags","Shoulder bag","2300","29809","SOFTY YELLOW","41969","2350","1410","2350.0","1410.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823164wf.html","https://www.chloe.com/product_image/45823164WF/f/w282.jpg","bags.html"
"45823163BG","Penelope small soft shoulder bag","2350","122","2300/29809","Bags","Shoulder bag","2300","29809","Nomad Beige","12810","2350","2350","2350.0","2350.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823163bg.html","https://www.chloe.com/product_image/45823163BG/f/w282.jpg","bags.html"
"45823158ML","Marcie bucket bag","2250","123","2300/29809","Bags","Shoulder bag","2300","29809","Nomad Beige","12810","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45823158ml.html","https://www.chloe.com/product_image/45823158ML/f/w282.jpg","bags.html"
"45822922QP","Marcie small double carry bag","2390","124","2300/32341","Bags","Hand bag","2300","32341","POTTERY GREEN","41968","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45822922qp.html","https://www.chloe.com/product_image/45822922QP/f/w282.jpg","bags.html"
"45822921HU","Marcie small double carry bag","2390","125","2300/32341","Bags","Hand bag","2300","32341","Light Tan","23827","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45822921hu.html","https://www.chloe.com/product_image/45822921HU/f/w282.jpg","bags.html"
"45822797WD","Penelope small soft shoulder bag","2350","126","2300/29809","Bags","Shoulder bag","2300","29809","DARK NUT","62442","2350","1410","2350.0","1410.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45822797wd.html","https://www.chloe.com/product_image/45822797WD/f/w282.jpg","bags.html"
"45822772SC","Marcie chain flap bag","2250","127","2300/29809","Bags","Shoulder bag","2300","29809","Creamy Brown","8638","2250","1350","2250.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45822772sc.html","https://www.chloe.com/product_image/45822772SC/f/w282.jpg","bags.html"
"45822653KF","Mini Tess day bag","2250","128","2300/29809","Bags","Shoulder bag","2300","29809","DARK NUT","62442","2250","1575","2250.0","1575.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45822653kf.html","https://www.chloe.com/product_image/45822653KF/f/w282.jpg","bags.html"
"45822647GQ","Marcie bucket bag","2250","129","2300/29809","Bags","Shoulder bag","2300","29809","DARK NUT","62442","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45822647gq.html","https://www.chloe.com/product_image/45822647GQ/f/w282.jpg","bags.html"
"45822061RE","Penelope small soft shoulder bag","2350","130","2300/29809","Bags","Shoulder bag","2300","29809","White","23388","2350","1410","2350.0","1410.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45822061re.html","https://www.chloe.com/product_image/45822061RE/f/w282.jpg","bags.html"
"45800272ST","Marcie small double carry bag","2390","131","2300/32341","Bags","Hand bag","2300","32341","Elephant Grey","4797","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45800272st.html","https://www.chloe.com/product_image/45800272ST/f/w282.jpg","bags.html"
"45779121QW","Marcie bucket bag","2250","132","2300/29809","Bags","Shoulder bag","2300","29809","Tan","23804","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45779121qw.html","https://www.chloe.com/product_image/45779121QW/f/w282.jpg","bags.html"
"45779120OG","Marcie bucket bag","2250","133","2300/29809","Bags","Shoulder bag","2300","29809","MISTY IVORY","42643","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45779120og.html","https://www.chloe.com/product_image/45779120OG/f/w282.jpg","bags.html"
"45779119XT","Marcie bucket bag","2250","134","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45779119xt.html","https://www.chloe.com/product_image/45779119XT/f/w282.jpg","bags.html"
"45779117LL","Marcie chain flap bag","2250","135","2300/29809","Bags","Shoulder bag","2300","29809","MISTY IVORY","42643","2250","2250","2250.0","2250.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45779117ll.html","https://www.chloe.com/product_image/45779117LL/f/w282.jpg","bags.html"
"45778969WT","Mini Tess day bag","2250","136","2300/29809","Bags","Shoulder bag","2300","29809","","","2250","1575","2250.0","1575.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45778969wt.html","https://www.chloe.com/product_image/45778969WT/f/w282.jpg","bags.html"
"45778961JJ","Marcie small double carry bag","2390","137","2300/32341","Bags","Hand bag","2300","32341","","","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45778961jj.html","https://www.chloe.com/product_image/45778961JJ/f/w282.jpg","bags.html"
"45778960AU","Marcie small double carry bag","2390","138","2300/32341","Bags","Hand bag","2300","32341","STORM BLUE","62268","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45778960au.html","https://www.chloe.com/product_image/45778960AU/f/w282.jpg","bags.html"
"45760615FI","Penelope small soft shoulder bag","2350","139","2300/29809","Bags","Shoulder bag","2300","29809","Caramel","23831","2350","2350","2350.0","2350.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45760615fi.html","https://www.chloe.com/product_image/45760615FI/f/w282.jpg","bags.html"
"45741540IU","Marcie small double carry bag","2390","140","2300/32341","Bags","Hand bag","2300","32341","Navy","23819","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45741540iu.html","https://www.chloe.com/product_image/45741540IU/f/w282.jpg","bags.html"
"45741249QL","Penelope small soft shoulder bag","2350","141","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","2350","2350","2350.0","2350.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45741249ql.html","https://www.chloe.com/product_image/45741249QL/f/w282.jpg","bags.html"
"45741206AT","Marcie small double carry bag","2390","142","2300/32341","Bags","Hand bag","2300","32341","MILKY BROWN","62091","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45741206at.html","https://www.chloe.com/product_image/45741206AT/f/w282.jpg","bags.html"
"45736391ED","Penelope small soft shoulder bag","2350","143","2300/29809","Bags","Shoulder bag","2300","29809","MILKY BROWN","62091","2350","2350","2350.0","2350.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45736391ed.html","https://www.chloe.com/product_image/45736391ED/f/w282.jpg","bags.html"
"45711453AV","Marcie small double carry bag","2390","144","2300/32341","Bags","Hand bag","2300","32341","DEEP DENIM","39202","2390","2390","2390.0","2390.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45711453av.html","https://www.chloe.com/product_image/45711453AV/f/w282.jpg","bags.html"
