"Cod10","Title","Price","position","category","macro_category","micro_category","macro_category_id","micro_category_id","color","color_id","product_price","discountedPrice","price_tf","discountedPrice_tf","quantity","coupon","is_in_stock","list","url","img_src","filename"
"45711702AT","Marcie small tote bag","1950","179","2300/29810","Bags","Tote bag","2300","29810","","","1950","1950","1950.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45711702at.html","https://www.chloe.com/product_image/45711702AT/f/w282.jpg","bags.html"
"45711694RB","Marcie mini double carry bag","1950","180","2300/32342","Bags","Mini bag","2300","32342","DEEP DENIM","39202","1950","1950","1950.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45711694rb.html","https://www.chloe.com/product_image/45711694RB/f/w282.jpg","bags.html"
"45711692CS","Marcie mini double carry bag","1950","181","2300/32342","Bags","Mini bag","2300","32342","Tan","23804","1950","1950","1950.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45711692cs.html","https://www.chloe.com/product_image/45711692CS/f/w282.jpg","bags.html"
"45711691XL","Marcie mini double carry bag","1950","182","2300/32342","Bags","Mini bag","2300","32342","Black","23387","1950","1950","1950.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45711691xl.html","https://www.chloe.com/product_image/45711691XL/f/w282.jpg","bags.html"
"45863476IS","Marcie saddle bag in grained leather","1850","183","2300/29809","Bags","Shoulder bag","2300","29809","Cement Pink","23868","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45863476is.html","https://www.chloe.com/product_image/45863476IS/f/w282.jpg","bags.html"
"45863475GE","Marcie saddle bag in grained leather","1850","184","2300/29809","Bags","Shoulder bag","2300","29809","Tan","23804","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45863475ge.html","https://www.chloe.com/product_image/45863475GE/f/w282.jpg","bags.html"
"45863473OS","Marcie saddle bag in grained leather","1850","185","2300/29809","Bags","Shoulder bag","2300","29809","Black","23387","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45863473os.html","https://www.chloe.com/product_image/45863473OS/f/w282.jpg","bags.html"
"45851876DX","Marcie small saddle bag","1850","186","2300/32341","Bags","Hand bag","2300","32341","","","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45851876dx.html","https://www.chloe.com/product_image/45851876DX/f/w282.jpg","bags.html"
"45823299TF","Small Woody tote bag","1850","187","2300/29810","Bags","Tote bag","2300","29810","MULTICOLOR BROWN 1","35116","1850","1110","1850.0","1110.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823299tf.html","https://www.chloe.com/product_image/45823299TF/f/w282.jpg","bags.html"
"45823162CP","Small Woody tote bag","1850","188","2300/29810","Bags","Tote bag","2300","29810","TAWNY ORANGE","38984","1850","1295","1850.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823162cp.html","https://www.chloe.com/product_image/45823162CP/f/w282.jpg","bags.html"
"45823161QN","Small Woody tote bag","1850","189","2300/29810","Bags","Tote bag","2300","29810","Honey Gold","4937","1850","1295","1850.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823161qn.html","https://www.chloe.com/product_image/45823161QN/f/w282.jpg","bags.html"
"45823160TV","Small Woody tote bag","1850","190","2300/29810","Bags","Tote bag","2300","29810","Nomad Beige","12810","1850","1295","1850.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823160tv.html","https://www.chloe.com/product_image/45823160TV/f/w282.jpg","bags.html"
"45779140NT","Small Woody tote bag","1850","191","2300/29810","Bags","Tote bag","2300","29810","STORM BLUE","62268","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779140nt.html","https://www.chloe.com/product_image/45779140NT/f/w282.jpg","bags.html"
"45779109AL","Penelope mini soft shoulder bag","1790","192","2300/29809","Bags","Shoulder bag","2300","29809","","","1790","1074","1790.0","1074.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45779109al.html","https://www.chloe.com/product_image/45779109AL/f/w282.jpg","bags.html"
"45741243CW","Small Woody tote bag","1850","193","2300/29810","Bags","Tote bag","2300","29810","Cement Pink","23868","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45741243cw.html","https://www.chloe.com/product_image/45741243CW/f/w282.jpg","bags.html"
"45711595PR","Small Woody tote bag","1850","194","2300/29810","Bags","Tote bag","2300","29810","White","23388","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45711595pr.html","https://www.chloe.com/product_image/45711595PR/f/w282.jpg","bags.html"
"45682328XP","Small Woody tote bag","1850","195","2300/29810","Bags","Tote bag","2300","29810","Caramel","23831","1850","1850","1850.0","1850.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45682328xp.html","https://www.chloe.com/product_image/45682328XP/f/w282.jpg","bags.html"
"45823171HF","Penelope micro flap bag","1780","196","2300/32342","Bags","Mini bag","2300","32342","","","1780","1068","1780.0","1068.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823171hf.html","https://www.chloe.com/product_image/45823171HF/f/w282.jpg","bags.html"
"45823170XV","Penelope micro flap bag","1780","197","2300/32342","Bags","Mini bag","2300","32342","","","1780","1068","1780.0","1068.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823170xv.html","https://www.chloe.com/product_image/45823170XV/f/w282.jpg","bags.html"
"45823169WK","Penelope micro flap bag","1780","198","2300/32342","Bags","Mini bag","2300","32342","Powder Beige","12820","1780","1068","1780.0","1068.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823169wk.html","https://www.chloe.com/product_image/45823169WK/f/w282.jpg","bags.html"
"45823168QV","Penelope micro flap bag","1780","199","2300/32342","Bags","Mini bag","2300","32342","MISTY IVORY","42643","1780","1780","1780.0","1780.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823168qv.html","https://www.chloe.com/product_image/45823168QV/f/w282.jpg","bags.html"
"45800318JC","Arlène pouch","1750","200","2300/29811","Bags","Clutches and Evening bags","2300","29811","Black","23387","1750","1225","1750.0","1225.0","1","","True","searchresult","https://www.chloe.com/us/clutches-and-evening-bags_cod45800318jc.html","https://www.chloe.com/product_image/45800318JC/f/w282.jpg","bags.html"
"45823330AU","Marcie small saddle bag","1690","201","2300/32341","Bags","Hand bag","2300","32341","Creamy Brown","8638","1690","1690","1690.0","1690.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823330au.html","https://www.chloe.com/product_image/45823330AU/f/w282.jpg","bags.html"
"45823329JQ","Marcie small saddle bag","1690","202","2300/32341","Bags","Hand bag","2300","32341","Black","23387","1690","1690","1690.0","1690.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823329jq.html","https://www.chloe.com/product_image/45823329JQ/f/w282.jpg","bags.html"
"45823300VT","Small Woody tote bag","1690","203","2300/29810","Bags","Tote bag","2300","29810","Denim","4956","1690","1690","1690.0","1690.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823300vt.html","https://www.chloe.com/product_image/45823300VT/f/w282.jpg","bags.html"
"45823303IU","Small Woody tote bag","1550","204","2300/29810","Bags","Tote bag","2300","29810","POWDER PINK","41825","1550","1085","1550.0","1085.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823303iu.html","https://www.chloe.com/product_image/45823303IU/f/w282.jpg","bags.html"
"45823302ER","Small Woody tote bag","1550","205","2300/29810","Bags","Tote bag","2300","29810","COCONUT MILK","38972","1550","1085","1550.0","1085.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823302er.html","https://www.chloe.com/product_image/45823302ER/f/w282.jpg","bags.html"
"45823301VS","Small Woody tote bag","1550","206","2300/29810","Bags","Tote bag","2300","29810","COTTON GREY","62439","1550","1085","1550.0","1085.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823301vs.html","https://www.chloe.com/product_image/45823301VS/f/w282.jpg","bags.html"
"45779075MQ","Large Woody basket","1490","207","2300/29810","Bags","Tote bag","2300","29810","Denim","4956","1490","1490","1490.0","1490.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779075mq.html","https://www.chloe.com/product_image/45779075MQ/f/w282.jpg","bags.html"
"45851838RU","Marcie mini flap bag","1550","208","2300/32342","Bags","Mini bag","2300","32342","WILD GREY","62195","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45851838ru.html","https://www.chloe.com/product_image/45851838RU/f/w282.jpg","bags.html"
"45823165QM","Large Woody tote bag","1550","209","2300/29810","Bags","Tote bag","2300","29810","HOT SAND","42830","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823165qm.html","https://www.chloe.com/product_image/45823165QM/f/w282.jpg","bags.html"
"45779134TR","Mini Woody tote bag","1550","210","2300/32342","Bags","Mini bag","2300","32342","STORM BLUE","62268","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779134tr.html","https://www.chloe.com/product_image/45779134TR/f/w282.jpg","bags.html"
"45779067GJ","Marcie mini flap bag","1550","211","2300/32342","Bags","Mini bag","2300","32342","MISTY IVORY","42643","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779067gj.html","https://www.chloe.com/product_image/45779067GJ/f/w282.jpg","bags.html"
"45779066HU","Marcie mini flap bag","1550","212","2300/32342","Bags","Mini bag","2300","32342","Black","23387","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779066hu.html","https://www.chloe.com/product_image/45779066HU/f/w282.jpg","bags.html"
"45741220GU","Mini Woody tote bag","1550","213","2300/32342","Bags","Mini bag","2300","32342","Cement Pink","23868","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45741220gu.html","https://www.chloe.com/product_image/45741220GU/f/w282.jpg","bags.html"
"45741219TS","Mini Woody tote bag","1550","214","2300/32342","Bags","Mini bag","2300","32342","ARMY GREEN","26074","1550","1085","1550.0","1085.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45741219ts.html","https://www.chloe.com/product_image/45741219TS/f/w282.jpg","bags.html"
"45711601NH","Mini Woody tote bag","1550","215","2300/32342","Bags","Mini bag","2300","32342","Caramel","23831","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45711601nh.html","https://www.chloe.com/product_image/45711601NH/f/w282.jpg","bags.html"
"45711600ES","Mini Woody tote bag","1550","216","2300/32342","Bags","Mini bag","2300","32342","White","23388","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45711600es.html","https://www.chloe.com/product_image/45711600ES/f/w282.jpg","bags.html"
"45711599WV","Mini Woody tote bag","1550","217","2300/32342","Bags","Mini bag","2300","32342","Black","23387","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45711599wv.html","https://www.chloe.com/product_image/45711599WV/f/w282.jpg","bags.html"
"45694886JI","Large Woody tote bag","1550","218","2300/29810","Bags","Tote bag","2300","29810","","","1550","1085","1550.0","1085.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45694886ji.html","https://www.chloe.com/product_image/45694886JI/f/w282.jpg","bags.html"
"45686266DQ","Large Woody tote bag","1550","219","2300/29810","Bags","Tote bag","2300","29810","White - Blue 1","15286","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45686266dq.html","https://www.chloe.com/product_image/45686266DQ/f/w282.jpg","bags.html"
"45686265AQ","Large Woody tote bag","1550","220","2300/29810","Bags","Tote bag","2300","29810","WHITE - BROWN 1","20561","1550","1550","1550.0","1550.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45686265aq.html","https://www.chloe.com/product_image/45686265AQ/f/w282.jpg","bags.html"
"45855491EX","Marcie mini vanity on chain","1450","221","2300/32342","Bags","Mini bag","2300","32342","Black","23387","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45855491ex.html","https://www.chloe.com/product_image/45855491EX/f/w282.jpg","bags.html"
"45851841KU","Medium Woody tote bag","1450","222","2300/29810","Bags","Tote bag","2300","29810","SOFT TAN","35120","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851841ku.html","https://www.chloe.com/product_image/45851841KU/f/w282.jpg","bags.html"
"45851837HQ","Marcie small saddle bag","1450","223","2300/32341","Bags","Hand bag","2300","32341","TERRACOTTA PINK","62723","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45851837hq.html","https://www.chloe.com/product_image/45851837HQ/f/w282.jpg","bags.html"
"45851836DN","Marcie small saddle bag","1450","224","2300/32341","Bags","Hand bag","2300","32341","GRACEFUL BLUE","37501","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45851836dn.html","https://www.chloe.com/product_image/45851836DN/f/w282.jpg","bags.html"
"45823331BJ","Marcie small saddle bag","1450","225","2300/32341","Bags","Hand bag","2300","32341","MIDNIGHT BLUE","62456","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45823331bj.html","https://www.chloe.com/product_image/45823331BJ/f/w282.jpg","bags.html"
"45823174WE","Marcie mini vanity on chain","1450","226","2300/32342","Bags","Mini bag","2300","32342","Cement Pink","23868","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823174we.html","https://www.chloe.com/product_image/45823174WE/f/w282.jpg","bags.html"
"45823173BM","Marcie mini vanity on chain","1450","227","2300/32342","Bags","Mini bag","2300","32342","Tan","23804","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45823173bm.html","https://www.chloe.com/product_image/45823173BM/f/w282.jpg","bags.html"
"45822927OD","Marcie micro bucket","1450","228","2300/32342","Bags","Mini bag","2300","32342","POWDER PINK","41825","1450","1015","1450.0","1015.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45822927od.html","https://www.chloe.com/product_image/45822927OD/f/w282.jpg","bags.html"
"45822926QS","Marcie micro bucket","1450","229","2300/32342","Bags","Mini bag","2300","32342","COCONUT MILK","38972","1450","1015","1450.0","1015.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45822926qs.html","https://www.chloe.com/product_image/45822926QS/f/w282.jpg","bags.html"
"45822923WM","Marcie small saddle bag","1450","230","2300/32341","Bags","Hand bag","2300","32341","FLORAL GREY","62445","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45822923wm.html","https://www.chloe.com/product_image/45822923WM/f/w282.jpg","bags.html"
"45822784MX","Marcie small saddle bag","1450","231","2300/32341","Bags","Hand bag","2300","32341","TAWNY ORANGE","38984","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45822784mx.html","https://www.chloe.com/product_image/45822784MX/f/w282.jpg","bags.html"
"45822768HR","Marcie small saddle bag","1450","232","2300/32341","Bags","Hand bag","2300","32341","POTTERY GREEN","41968","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45822768hr.html","https://www.chloe.com/product_image/45822768HR/f/w282.jpg","bags.html"
"45822640OT","Marcie small saddle bag","1450","233","2300/32341","Bags","Hand bag","2300","32341","Honey Gold","4937","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45822640ot.html","https://www.chloe.com/product_image/45822640OT/f/w282.jpg","bags.html"
"45801890JN","Marcie micro bucket","1450","234","2300/32342","Bags","Mini bag","2300","32342","Tan","23804","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45801890jn.html","https://www.chloe.com/product_image/45801890JN/f/w282.jpg","bags.html"
"45800290RC","Medium Woody tote bag","1450","235","2300/29810","Bags","Tote bag","2300","29810","BLACK - BEIGE 1","61757","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45800290rc.html","https://www.chloe.com/product_image/45800290RC/f/w282.jpg","bags.html"
"45800285XR","Marcie micro bucket","1450","236","2300/32342","Bags","Mini bag","2300","32342","BLOSSOM PINK","62383","1450","1015","1450.0","1015.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45800285xr.html","https://www.chloe.com/product_image/45800285XR/f/w282.jpg","bags.html"
"45800277BT","Marcie small saddle bag","1450","237","2300/32341","Bags","Hand bag","2300","32341","Elephant Grey","4797","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45800277bt.html","https://www.chloe.com/product_image/45800277BT/f/w282.jpg","bags.html"
"45779085UC","Medium Woody tote bag","1450","238","2300/29810","Bags","Tote bag","2300","29810","BLUSHY BEIGE","20580","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779085uc.html","https://www.chloe.com/product_image/45779085UC/f/w282.jpg","bags.html"
"45779078GF","Small Woody basket","1390","239","2300/29810","Bags","Tote bag","2300","29810","Denim","4956","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779078gf.html","https://www.chloe.com/product_image/45779078GF/f/w282.jpg","bags.html"
"45779064ME","Marcie micro bucket","1450","240","2300/32342","Bags","Mini bag","2300","32342","WOODROSE","39649","1450","1015","1450.0","1015.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779064me.html","https://www.chloe.com/product_image/45779064ME/f/w282.jpg","bags.html"
"45779063VQ","Marcie micro bucket","1450","241","2300/32342","Bags","Mini bag","2300","32342","BAY GREEN","62284","1450","1015","1450.0","1015.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779063vq.html","https://www.chloe.com/product_image/45779063VQ/f/w282.jpg","bags.html"
"45779062XK","Marcie micro bucket","1450","242","2300/32342","Bags","Mini bag","2300","32342","MISTY IVORY","42643","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779062xk.html","https://www.chloe.com/product_image/45779062XK/f/w282.jpg","bags.html"
"45779061RW","Marcie micro bucket","1450","243","2300/32342","Bags","Mini bag","2300","32342","Black","23387","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/mini-bag_cod45779061rw.html","https://www.chloe.com/product_image/45779061RW/f/w282.jpg","bags.html"
"45778967DH","Marcie small saddle bag","1450","244","2300/32341","Bags","Hand bag","2300","32341","WOODROSE","39649","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45778967dh.html","https://www.chloe.com/product_image/45778967DH/f/w282.jpg","bags.html"
"45778966TO","Marcie small saddle bag","1450","245","2300/32341","Bags","Hand bag","2300","32341","","","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45778966to.html","https://www.chloe.com/product_image/45778966TO/f/w282.jpg","bags.html"
"45778965IA","Marcie small saddle bag","1450","246","2300/32341","Bags","Hand bag","2300","32341","POTTERY BROWN","20576","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45778965ia.html","https://www.chloe.com/product_image/45778965IA/f/w282.jpg","bags.html"
"45741542GO","Marcie small saddle bag","1450","247","2300/32341","Bags","Hand bag","2300","32341","Navy","23819","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45741542go.html","https://www.chloe.com/product_image/45741542GO/f/w282.jpg","bags.html"
"45741210KE","Marcie small saddle bag","1450","248","2300/32341","Bags","Hand bag","2300","32341","MILKY BROWN","62091","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45741210ke.html","https://www.chloe.com/product_image/45741210KE/f/w282.jpg","bags.html"
"45741209TK","Marcie small saddle bag","1450","249","2300/32341","Bags","Hand bag","2300","32341","WILD GREY","62195","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45741209tk.html","https://www.chloe.com/product_image/45741209TK/f/w282.jpg","bags.html"
"45711465KJ","Marcie small saddle bag","1450","250","2300/32341","Bags","Hand bag","2300","32341","DEEP DENIM","39202","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45711465kj.html","https://www.chloe.com/product_image/45711465KJ/f/w282.jpg","bags.html"
"45711463DD","Marcie small saddle bag","1450","251","2300/32341","Bags","Hand bag","2300","32341","Nomad Beige","12810","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45711463dd.html","https://www.chloe.com/product_image/45711463DD/f/w282.jpg","bags.html"
"45661714IQ","Marcie small saddle bag","1450","252","2300/32341","Bags","Hand bag","2300","32341","Tan","23804","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45661714iq.html","https://www.chloe.com/product_image/45661714IQ/f/w282.jpg","bags.html"
"45661618HB","Marcie small saddle bag","1450","253","2300/32341","Bags","Hand bag","2300","32341","Cashmere Grey","23851","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45661618hb.html","https://www.chloe.com/product_image/45661618HB/f/w282.jpg","bags.html"
"45661617WT","Marcie small saddle bag","1450","254","2300/32341","Bags","Hand bag","2300","32341","Black","23387","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45661617wt.html","https://www.chloe.com/product_image/45661617WT/f/w282.jpg","bags.html"
"45660629GS","Marcie small saddle bag","1450","255","2300/32341","Bags","Hand bag","2300","32341","Light Tan","23827","1450","1450","1450.0","1450.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45660629gs.html","https://www.chloe.com/product_image/45660629GS/f/w282.jpg","bags.html"
"45863428BR","Small Woody tote bag in linen","1390","256","2300/29810","Bags","Tote bag","2300","29810","DARK NUT","62442","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45863428br.html","https://www.chloe.com/product_image/45863428BR/f/w282.jpg","bags.html"
"45863427JI","Small Woody tote bag in linen","1390","257","2300/29810","Bags","Tote bag","2300","29810","WILD GREY","62195","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45863427ji.html","https://www.chloe.com/product_image/45863427JI/f/w282.jpg","bags.html"
"45851867GT","Small Woody tote bag with strap","1390","258","2300/29810","Bags","Tote bag","2300","29810","Light Gold","8605","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851867gt.html","https://www.chloe.com/product_image/45851867GT/f/w282.jpg","bags.html"
"45851862TU","Medium Woody tote bag","1390","259","2300/29810","Bags","Tote bag","2300","29810","Light Gold","8605","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851862tu.html","https://www.chloe.com/product_image/45851862TU/f/w282.jpg","bags.html"
"45851842AB","Small Woody tote bag","1390","260","2300/29810","Bags","Tote bag","2300","29810","SOFT TAN","35120","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851842ab.html","https://www.chloe.com/product_image/45851842AB/f/w282.jpg","bags.html"
"45830980RL","Woody N/S tote bag","1390","261","2300/29810","Bags","Tote bag","2300","29810","Sepia Brown","15278","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45830980rl.html","https://www.chloe.com/product_image/45830980RL/f/w282.jpg","bags.html"
"45800291FT","Small Woody tote bag","1390","262","2300/29810","Bags","Tote bag","2300","29810","BLACK - BEIGE 1","61757","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45800291ft.html","https://www.chloe.com/product_image/45800291FT/f/w282.jpg","bags.html"
"45779089CR","Small Woody tote bag","1390","263","2300/29810","Bags","Tote bag","2300","29810","BLUSHY BEIGE","20580","1390","1390","1390.0","1390.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45779089cr.html","https://www.chloe.com/product_image/45779089CR/f/w282.jpg","bags.html"
"45863482VC","Tube shoulder bag in linen & smooth leather","1290","264","2300/29809","Bags","Shoulder bag","2300","29809","BLUSHY BEIGE","20580","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45863482vc.html","https://www.chloe.com/product_image/45863482VC/f/w282.jpg","bags.html"
"45863481PQ","Tube shoulder bag in linen & smooth leather","1290","265","2300/29809","Bags","Shoulder bag","2300","29809","WILD GREY","62195","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/shoulder-bag_cod45863481pq.html","https://www.chloe.com/product_image/45863481PQ/f/w282.jpg","bags.html"
"45851833UU","Medium Woody tote bag","1290","266","2300/29810","Bags","Tote bag","2300","29810","ARGIL BROWN","26098","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45851833uu.html","https://www.chloe.com/product_image/45851833UU/f/w282.jpg","bags.html"
"45823166NO","Medium Woody tote bag","1290","267","2300/29810","Bags","Tote bag","2300","29810","ROSE DUST","61755","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45823166no.html","https://www.chloe.com/product_image/45823166NO/f/w282.jpg","bags.html"
"45822919XR","Medium Woody tote bag","1290","268","2300/29810","Bags","Tote bag","2300","29810","MUSK GREY","62459","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822919xr.html","https://www.chloe.com/product_image/45822919XR/f/w282.jpg","bags.html"
"45822773RV","Medium Woody tote bag","1290","269","2300/29810","Bags","Tote bag","2300","29810","Honey Gold","4937","1290","904","1290.0","904.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822773rv.html","https://www.chloe.com/product_image/45822773RV/f/w282.jpg","bags.html"
"45822637VB","Medium Woody tote bag","1290","270","2300/29810","Bags","Tote bag","2300","29810","INTENSE INDIGO","62452","1290","774","1290.0","774.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45822637vb.html","https://www.chloe.com/product_image/45822637VB/f/w282.jpg","bags.html"
"45800270SQ","Medium Woody tote bag","1290","271","2300/29810","Bags","Tote bag","2300","29810","Cement Pink","23868","1290","1290","1290.0","1290.0","1","","True","searchresult","https://www.chloe.com/us/tote-bag_cod45800270sq.html","https://www.chloe.com/product_image/45800270SQ/f/w282.jpg","bags.html"
"45711707AC","Marcie small saddle bag","1350","272","2300/32341","Bags","Hand bag","2300","32341","Crystal White","10440","1350","1350","1350.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45711707ac.html","https://www.chloe.com/product_image/45711707AC/f/w282.jpg","bags.html"
"45711462VO","Marcie small saddle bag","1350","273","2300/32341","Bags","Hand bag","2300","32341","DEEP DENIM","39202","1350","1350","1350.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45711462vo.html","https://www.chloe.com/product_image/45711462VO/f/w282.jpg","bags.html"
"45711460JF","Marcie small saddle bag","1350","274","2300/32341","Bags","Hand bag","2300","32341","Cashmere Grey","23851","1350","1350","1350.0","1350.0","1","","True","searchresult","https://www.chloe.com/us/hand-bag_cod45711460jf.html","https://www.chloe.com/product_image/45711460JF/f/w282.jpg","bags.html"
